,Wiki Entity ID,Label,Description,Instance of,Sex or Gender
16038,Q37850428,Robert Hallowell,"Born 12 March 1886, in Colorado; died 1939. American, Painter, watercolourist. Landscapes.",Q5,Q6581097
16039,Q5537759,George Cattermole,British artist (1800-1868),Q5,Q6581097
16040,Q6252762,John Philip Elers,English potter,Q5,Q6581097
16041,Q5539621,George Gardner Symons,American painter (1861-1930),Q5,Q6581097
16042,Q4775431,Antoine Aveline,engraver,Q5,Q6581097
16043,Q4895502,Bertha Lum,American artist (1869-1954),Q5,Q6581072
16044,Q94383,Fritz Luckhardt,German photographer (1843-1894),Q5,Q6581097
16045,Q2960761,Charles Émile Egli,French painter (1877-1937),Q5,Q6581097
16046,Q3130609,Watanabe Kazan,"samurai of the late Edo period, painter, scholar and statesman (1793-1841)",Q5,Q6581097
16047,Q22137222,Carlos Osorio,Puerto Rican painter,Q5,Q6581097
16048,Q3119825,Guillaume Dupré,French sculptor and medallist,Q5,Q6581097
16049,Q7365446,Ronaldus Shamask,American fashion designer,Q5,Q6581097
16050,Q6303531,Judith Leiber,American fashion designer (1921-2018),Q5,Q6581072
16051,Q3713189,Domenico Poggini,Italian artist (1520-1590),Q5,Q6581097
16052,Q6263369,John Weever,English poet,Q5,Q6581097
16053,Q18672310,Samuel Moore,"Moore, Samuel (fl. 1680–1720), draughtsman and engraver",Q5,Q6581097
16054,Q56033584,Tian Shiguang,"Chinese Painter, 1916-1999; Chinese Painter",Q5,Q6581097
16055,Q67139923,Townley Frocks,American clothing manufacturer,Q42855995,
16056,Q3294880,Mars,Belgian illustrator (1849-1912),Q5,Q6581097
16057,Q18600459,Gerard van Nijmegen,Dutch painter (1735–1808),Q5,Q6581097
16058,Q3293114,Marin Bourgeois,French painter (1560-1634),Q5,Q6581097
16059,Q1998209,S. J. Perelman,"American humorist, author, and screenwriter (1904-1979)",Q5,Q6581097
16060,Q3170846,Jean Bonvoisin,French painter (1752–1837),Q5,Q6581097
16061,Q551652,Mihály Munkácsy,Hungarian painter (1844-1900),Q5,Q6581097
16062,Q21851468,Tommaso Lunetti,Italian painter and architect,Q5,Q6581097
16063,Q2066635,Richard Upjohn,English-American architect (1802-1878),Q5,Q6581097
16064,Q532118,Pauline Trigère,American fashion designer (1908–2002),Q5,Q6581072
16065,Q585829,Antoine Caron,French painter (1521-1599),Q5,Q6581097
16066,Q3570722,Auguste-Xavier Leprince,French painter (1799-1826),Q5,Q6581097
16067,Q26933708,Augustin Alexandre Thierriat,French painter,Q5,Q6581097
16068,Q52439494,Heinrich Krenes,Austrian painter (1874-1923),Q5,Q6581097
16069,Q3105258,Felice Giani,Italian engraver and painter (1758-1823),Q5,Q6581097
16070,Q314275,Quinten Metsys,Flemish painter (1466-1530),Q5,Q6581097
16071,Q4924110,Blair Hughes-Stanton,English artist (1902-1981),Q5,Q6581097
16072,Q3068538,Ferdinand Chaigneau,French painter (1830-1906),Q5,Q6581097
16073,Q22094467,Ioannes Mokos,Greek artist,Q5,Q6581097
16074,Q8016,Winston Churchill,"British statesman, soldier and writer (1874–1965)",Q5,Q6581097
16075,Q44011546,Gilles-Claude Gouel,"French silversmith, master 1727",Q5,Q6581097
16076,Q4934169,Bob Thall,American photographer,Q5,Q6581097
16077,Q5395843,Erskine Nicol,British artist (1825-1904),Q5,Q6581097
16078,Q544899,Ellsworth Kelly,"American painter, sculptor, and printmaker (1923-2015)",Q5,Q6581097
16079,Q94121129,George Tatge,,Q5,Q6581097
16080,Q94652907,John D. Barry,American author and playwright,Q5,Q6581097
16081,Q734889,Francesco Bartolozzi,(1725 - 1815) Italian artist,Q5,Q6581097
16082,Q303,Elvis Presley,American singer and actor (1935–1977),Q5,Q6581097
16083,Q3425943,René Buthaud,French painter and ceramist (1886–1986),Q5,Q6581097
16084,Q908373,József Domján,"Hungarian printmaker, born 1907 (1907–1992)",Q5,Q6581097
16085,Q273849,André Le Nôtre,French landscape architect and the principal gardener of King Louis XIV of France,Q5,Q6581097
16086,Q2332695,Charles Ricketts,British artist and publisher (1866-1931),Q5,Q6581097
16087,Q43133709,Wendell Scott MacRae,American photographer (1896-1980),Q5,Q6581097
16088,Q1876179,Luigi Kasimir,Austrian artist (1881-1962),Q5,Q6581097
16089,Q19569794,Hans Ruckers,Flemish harpsichord maker (1540s–1598),Q5,Q6581097
16090,Q5536530,George Bryant Campion,British artist (1795-1870),Q5,Q6581097
16091,Q7317523,Reuben Tam,American artist (1916-1991),Q5,Q6581097
16092,Q18508505,Marie-Louise-Adélaïde Boizot,engraver,Q5,Q6581072
16093,Q271651,Michel Eugène Chevreul,French chemist (1786-1889),Q5,Q6581097
16094,Q23904741,Johann Joseph Mildner,Austrian glassblower,Q5,Q6581097
16095,Q21546577,Georg Schwanhardt the Elder,"leader and founder of the Nürnberg school of glass engravers, father of Georg Schwanhardt the Younger",Q5,Q6581097
16096,Q7409275,Samella Lewis,"African American artist, art historian, art collector and art critic",Q5,Q6581072
16097,Q6758551,Marcus de Bye,Dutch painter and printmaker,Q5,Q6581097
16098,Q3658533,Charles Cornelisz. de Hooch,Dutch painter (c. 1600-1638),Q5,Q6581097
16099,Q2919973,John George Brown,American-English painter (1831-1913),Q5,Q6581097
16100,Q19802885,Ethel Paxson,American painter (1885-1982),Q5,Q6581072
16101,Q551426,Eric Gill,"English sculptor, typeface designer, and printmaker (1882–1940)",Q5,Q6581097
16102,Q5339567,Edmund Hort New,British artist,Q5,Q6581097
16103,Q90427705,Jean-Louis-Dieudonné Outrebon,,Q5,Q6581097
16104,Q55836355,Claude-Antoine Litret de Montigny,French engraver,Q5,Q6581097
16105,Q5672037,Harry Rountree,"New Zealand born British artist, illustrator, cartoonist and landscape painter (1878–1950)",Q5,Q6581097
16106,Q7790538,Thomas Hazlehurst,British miniaturist,Q5,Q6581097
16107,Q3292905,Marie de Régnier,French writer (1875–1963),Q5,Q6581072
16108,Q94295271,Francesco Barbazza,"Italian engraver, active 18th century",Q5,Q6581097
16109,Q3081039,Francesco Novelli,Italian painter and engraver (1764-1836),Q5,Q6581097
16110,Q472073,Alesso Baldovinetti,Italian painter (1425-1499),Q5,Q6581097
16111,Q3469833,Salla Casset,Senegalese photographer (1910–1974),Q5,Q6581097
16112,Q79382403,Margarete Willers,German textile designer and painter,Q5,Q6581072
16113,Q6390606,Kenneth Price,American ceramic artist and printmaker,Q5,Q6581097
16114,Q19666218,Alfred Riocreux,French scientific illustrator and porcelain painter (1820-1912),Q5,Q6581097
16115,Q2860090,Archibald Knox,Manx artist (1864-1933),Q5,Q6581097
16116,Q7846873,Troy Kinney,"American artist, half of husband-and-wife illustrator duo ""The Kinneys"" with Margaret West Kinney",Q5,Q6581097
16117,Q77288368,Steve Kahn,American photographer,Q5,Q6581097
16118,Q52157196,Hyman J. Warsager,"American artist, 1909-1974",Q5,Q6581097
16119,Q25996490,Syd Browne,"American painter, 1907-1991",Q5,Q6581097
16120,Q53503868,Antonio Lucini,artist,Q5,Q6581097
16121,Q401557,Charles de Wailly,French architect (1730-1798),Q5,Q6581097
16122,Q2665553,Annette Messager,French artist,Q5,Q6581072
16123,Q6176281,Jeffrey Silverthorne,American photographer (1946–2022),Q5,Q6581097
16124,Q445857,Weegee,American photographer (1899–1968),Q5,Q6581097
16125,Q9614530,Fengzi Lü,painter (1886-1959),Q5,Q6581097
16126,Q36331348,Louis Jacques Nicolas Schaal,"French painter, engraver, writer, 1800-after 1859",Q5,Q6581097
16127,Q18530478,Niccolò Schiavonetti,"printmaker, brother of Luigi Schiavonetti",Q5,Q6581097
16128,Q710214,Fujiwara no Kanezane,Japanese noble,Q5,Q6581097
16129,Q5019251,Caleb Heathcote,American mayor (1665-1721),Q5,Q6581097
16130,Q52149383,Enoch Wood,English potter (1759-1840),Q5,Q6581097
16131,Q52477091,Charles White,English engraver (1751-1785),Q5,Q6581097
16132,Q3524825,Thomas-Casimir Regnault,,Q5,Q6581097
16133,Q18527272,Robert Havell senior,British engraver and publisher (1769-1832),Q5,Q6581097
16134,Q52154521,Paul Anton Skerl,,Q5,Q6581097
16135,Q636400,Ashmolean Museum,"museum in Oxford, England, UK",Q207694,
16136,Q7526198,"Sir Charles D'Oyly, 7th Baronet",British baronet (1781-1845),Q5,Q6581097
16137,Q567361,Ludwig Knaus,German artist (1829–1910),Q5,Q6581097
16138,Q35803143,Lala Rukh,Pakistani women's rights activist (1948-2017),Q5,Q6581072
16139,Q21454750,Ronald King,British painter,Q5,Q6581097
16140,Q19945024,Henry-Julien Detouche,French painter,Q5,Q6581097
16141,Q6756564,Marcelo Grassmann,Brazilian engraver (1925-2013),Q5,Q6581097
16142,Q3160029,Jacques Spacagna,French painter and poet (1936-1990),Q5,Q6581097
16143,Q647641,François-Joseph Navez,Belgian painter (1787–1869),Q5,Q6581097
16144,Q2149127,Franz Robert Richard Brendámour,German illustrator (1831–1915),Q5,Q6581097
16145,Q2297965,Gerrit Battem,painter from the Northern Netherlands (1636-1684),Q5,Q6581097
16146,Q20011186,Jules David,French photographer (1848–1923),Q5,Q6581097
16147,Q60669913,Kathrin Cawein,American printmaker,Q5,Q6581072
16148,Q677218,Günter Brus,Austrian artist (1938–2024),Q5,Q6581097
16149,Q297047,Yermak Timofeyevich,Russian cossack explorer and pirate,Q21070568,Q6581097
16150,Q18578386,Master of the Louis XII Triptych,French painter,Q5,Q6581097
16151,Q4404551,Sadiqi Beg,Safavid painter and writer,Q5,Q6581097
16152,Q91352,Jakob Felsing,engraver (1802-1883),Q5,Q6581097
16153,Q5538265,George Cumberland,artist and art collector (1754-1848),Q5,Q6581097
16154,Q19560870,Jo Ann Callis,American artist,Q5,Q6581072
16155,Q47791894,Richard Floethe,American illustrator and poster artist,Q5,Q6581097
16156,Q8034382,Worden Day,American artist (1912-1986),Q5,Q6581072
16157,Q97044649,Gerardus van Veen,Dutch draftsman and watercolorist,Q5,Q6581097
16158,Q28848972,Maurice Bingham Adams,British architect in the Arts and Crafts style,Q5,Q6581097
16159,Q538173,Louis Gallait,Belgian painter (1810-1887),Q5,Q6581097
16160,Q21595899,James Newton,British engraver,Q5,Q6581097
16161,Q53499598,Édouard Cuyer,,Q5,Q6581097
16162,Q4730546,Allan Crite,American painter (1910-2007),Q5,Q6581097
16163,Q5258158,Dennis Ashbaugh,American painter and artist,Q5,Q6581097
16164,Q18574749,Anton Mozart,German painter,Q5,Q6581097
16165,Q5128802,Claude Du Bosc,French-born English engraver,Q5,Q6581097
16166,Q335060,James Boswell,"British lawyer, diarist, and author (1740–1795)",Q5,Q6581097
16167,Q707675,John Currin,American painter,Q5,Q6581097
16168,Q3619250,Antonio Berini,Italian engraver (1770-1861),Q5,Q6581097
16169,Q37228207,Walter Teutsch,German artist (1883–1964),Q5,Q6581097
16170,Q18912762,William Cave Thomas,"English painter of historical, religious and literary subjects, sculptor and author",Q5,Q6581097
16171,Q727643,Paul Nash,British surrealist painter and war artist (1889-1946),Q5,Q6581097
16172,Q3107315,Giovanni Pietro da Cemmo,Italian painter,Q5,Q6581097
16173,Q18618565,Everett Spruce,American painter,Q5,Q6581097
16174,Q984242,Louis-Maurice Boutet de Monvel,French painter (1850-1913),Q5,Q6581097
16175,Q5728922,Henry T. Anthony,American photographer and businessman (1814-1884),Q5,Q6581097
16176,Q50822198,Ethel Stein,,Q5,Q6581072
16177,Q6984188,Neal Slavin,"Photographer, author, film and television director",Q5,Q6581097
16178,Q6224166,John Button,American painter (1929–1982),Q5,Q6581097
16179,Q7674368,Tadashi Nakayama,Japanese artist (1927-2014),Q5,Q6581097
16180,Q77762,Karl Philipp Fohr,German painter (1795-1818),Q5,Q6581097
16181,Q21851408,Master of Lecceto,"Italian, Sienese, third quarter 15th century",Q5,Q6581097
16182,Q3161244,James Mason Hutchings,American businessman (1820–1902),Q5,Q6581097
16183,Q4256394,Richard Leveridge,English composer,Q5,Q6581097
16184,Q5133071,Clifford Webb,English artist (1895-1972),Q5,Q6581097
16185,Q52148319,Alexandre Collette,"French painter, engraver and lithographer",Q5,Q6581097
16186,Q257911,Phillis Wheatley,American poet,Q5,Q6581072
16187,Q5591,Pinturicchio,Italian painter (1454-1513),Q5,Q6581097
16188,Q2762575,William Stanley Haseltine,American painter (1835-1900),Q5,Q6581097
16189,Q3190308,Juste-Nathan François Boucher,French architect,Q5,Q6581097
16190,Q3166699,Jean-Louis Charbonnel,French painter (1848-1885),Q5,Q6581097
16191,Q20119940,Andrew Dunn,Irish painter,Q5,Q6581097
16192,Q364106,Adolf Schinnerer,German artist (1876-1949),Q5,Q6581097
16193,Q314889,Pieter de Hooch,Dutch Golden Age painter (1629-1684),Q5,Q6581097
16194,Q467754,Paco Rabanne,Spanish-French fashion designer,Q5,Q6581097
16195,Q723956,Joel Roberts Poinsett,politician and diplomat (1779-1851),Q5,Q6581097
16196,Q22094536,Giacomo Andreoli,Italian painter (fl. c.1808),Q5,Q6581097
16197,Q78785,Adam Bartsch,"Austrian painter, writer and engravings expert (1757-1821)",Q5,Q6581097
16198,Q1918541,Master of the Codex of Saint George,Italian manuscript illuminator,Q5,Q6581097
16199,Q315819,Joseph Vernet,French painter and engraver from Avignon (1714-1789),Q5,Q6581097
16200,Q3381186,Edward Ardizzone,"British artist, children's illustrator and writer (1900-1979)",Q5,Q6581097
16201,Q7819747,Tommy Nutter,British fashion designer (1943–1992),Q5,Q6581097
16202,Q585489,Francis Quarles,English poet,Q5,Q6581097
16203,Q7410900,Samuel Bellin,English engraver and printmaker (19th Century),Q5,Q6581097
16204,Q8005977,William Bromley,British engraver (1769-1842),Q5,Q6581097
16205,Q18734539,Robert Ransome,English agricultural engineer,Q5,Q6581097
16206,Q3299375,Matsuno Chikanobu,Japanese artist,Q5,Q6581097
16207,Q45349512,Yamada Jokasai,Japanese artist,Q5,Q6581097
16208,Q4718960,Alexander Girard,American architect and designer (1907-1993),Q5,Q6581097
16209,Q956055,Frank Weston Benson,American painter (1862–1951),Q5,Q6581097
16210,Q30303204,Georg Strauch,"German artist, 1613-1675",Q5,Q6581097
16211,Q957766,Abraham van Cuylenborch,Dutch painter,Q5,Q6581097
16212,Q822346,Bernard Childs,American painter (1910-1985),Q5,Q6581097
16213,Q2889058,Zhu Derun,Chinese painter (1294-1365),Q5,Q6581097
16214,Q21464703,Giovanni Battista Camuccini,Italian painter (1819-1904),Q5,Q6581097
16215,Q77353833,Monika Correa,Indian designer,Q5,Q6581072
16216,Q18560378,Jeanne-Philiberte Ledoux,French painter,Q5,Q6581072
16217,Q876275,Jörg Breu the Younger,German artist (1510-1547),Q5,Q6581097
16218,Q460124,Jacques Callot,Flemish-French engraver (c.1592–1635),Q5,Q6581097
16219,Q654902,Raoul Ubac,"Belgian artist, active in France (1910-1985)",Q5,Q6581097
16220,Q18813618,Francois III de Poilly (1671–1723),"French draughtsman, engraver, print merchant",Q5,Q6581097
16221,Q98108230,Daniel Van Voorhis,American silversmith 1751-1824,Q5,Q6581097
16222,Q5093468,Chester Beach,American artist,Q5,Q6581097
16223,Q3770297,Giuseppe Cerbara,,Q5,Q6581097
16224,Q713288,René Crevel,French writer involved with the surrealist movement (1900–1935),Q5,Q6581097
16225,Q21809664,Shepard Alonzo Mount,nineteenth century American artist (1804–1868),Q5,Q6581097
16226,Q231886,Aphra Behn,"British playwright, poet and spy (1640–1689)",Q5,Q6581072
16227,Q5486311,Frank DuMond,"American painter, illustrator, and teacher (1865-1951)",Q5,Q6581097
16228,Q3569677,Wolfgang Adam Töpffer,Swiss painter (1766-1847),Q5,Q6581097
16229,Q514664,Maso di Banco,Italian painter,Q5,Q6581097
16230,Q20200829,Stephen Buckley,British painter,Q5,Q6581097
16231,Q319819,Edward McKnight Kauffer,graphic artist (1890-1954),Q5,Q6581097
16232,Q279088,A. R. Penck,German artist (1939–2017),Q5,Q6581097
16233,Q276028,Frances Hodgson Burnett,English-American playwright and author,Q5,Q6581072
16234,Q18534962,William John Cooke,"English engraver, born 1796",Q5,Q6581097
16235,Q62523643,Nelson Sizer,"1812-1897 , phrenologist",Q5,Q6581097
16236,Q7793,Donato Bramante,Italian architect and painter (1444–1514),Q5,Q6581097
16237,Q7031,Luca Signorelli,Italian Renaissance painter (c.1450-1523),Q5,Q6581097
16238,Q20117274,David Myers,British artist,Q5,Q6581097
16239,Q52155491,Giuseppe Barovier,Italian glassmaker,Q5,Q6581097
16240,Q6222961,John Brandard,English lithographer,Q5,Q6581097
16241,Q36189999,Hagiya Katsuhira,Japanese swordsmith (1804-1886),Q5,Q6581097
16242,Q400026,Johannes van Bronckhorst,Dutch painter and engraver (1648-1727),Q5,Q6581097
16243,Q896210,Ferdinand von Řezníček,"Austrian caricaturist, painter and illustrator (1868-1909)",Q5,Q6581097
16244,Q742371,Edmund Gosse,"English poet, author and critic (1849–1928)",Q5,Q6581097
16245,Q20127418,John Paradise,American painter,Q5,Q6581097
16246,Q4415659,Jaune Quick–to–See Smith,Native American painter and printmaker,Q5,Q6581072
16247,Q3515545,Tara Donovan,American artist,Q5,Q6581072
16248,Q42753438,Matteo Florimi,"Italian engraver, publisher and printmaker",Q5,Q6581097
16249,Q21995235,Maria Judson Strean,"American artist, 1865-1949",Q5,Q6581072
16250,Q23978052,Simón Brieva,Spanish engraver,Q5,Q6581097
16251,Q983804,Francesco Giuseppe Casanova,Venetian painter (1727-1803),Q5,Q6581097
16252,Q4865218,Bartholomeus Dolendo,"Dutch engraver, draftsman and goldsmith",Q5,Q6581097
16253,Q24950781,Ernest Nister,"German publisher and printer, inventor of automatic pop-up books, London and Nuremberg",Q5,Q6581097
16254,Q6863188,Minard Lafever,American architect,Q5,Q6581097
16255,Q4020053,William Holmes McGuffey,American educator (1800-1873),Q5,Q6581097
16256,Q60551386,Wan Shanglin,"Born 1739, in Nanchang (Jiangxi); died 1813. Chinese, Painter.",Q5,Q6581097
16257,Q2976949,Claude Ballin,French goldsmith (1616-1678),Q5,Q6581097
16258,Q395696,Agostino Ramelli,engineer,Q5,Q6581097
16259,Q7701952,Terence Main,American artist,Q5,Q6581097
16260,Q3706954,James David Smillie,American painter and illustrator (1833-1909),Q5,Q6581097
16261,Q54867710,Tanaka Nikka,,Q5,Q6581097
16262,Q898175,Vladimir Favorsky,Russian artist (1886-1964),Q5,Q6581097
16263,Q23992216,Maliheh Afnan,"Palestinian painter, born 1935, active in England",Q5,Q6581072
16264,Q6778377,Marvin Israel,American artist (1924–1984),Q5,Q6581097
16265,Q535474,Joseph Heintz the Elder,Swiss painter (1564-1609),Q5,Q6581097
16266,Q38112254,Raoul Hague,"American sculptor, 1905-1993",Q5,Q6581097
16267,Q2884308,Laurence Housman,"British playwright, writer and illustrator (1865–1959)",Q5,Q6581097
16268,Q60841085,Vittorio Amedeo Rapous,Italian artist,Q5,Q6581097
16269,Q6956911,Nabil Nahas,Lebanese artist,Q5,Q6581097
16270,Q5339676,Edmund Morison Wimperis,English painter (1835-1900),Q5,Q6581097
16271,Q7966245,Walter T. Foster,American artist (1891–1981),Q5,Q6581097
16272,Q2417956,Theodor Leopold Weller,German painter (1802-1880),Q5,Q6581097
16273,Q52150842,Alice Harold Murphy,"American painter, printmaker and teacher",Q5,Q6581072
16274,Q7367254,Rosalind Solomon,American photographer,Q5,Q6581072
16275,Q2870992,Auguste-Hyacinthe Debay,sculptor (1804-1865),Q5,Q6581097
16276,Q37632669,Painter of Munich 2365,"Attic vase painter, active ca. 380 BCE",Q5,
16277,Q715693,Cosmas Damian Asam,German artist (1686-1739),Q5,Q6581097
16278,Q333873,Valentin Kataev,"Soviet writer, playwright, screenwriter, poet (1897–1986)",Q5,Q6581097
16279,Q8019586,William Turner Davey,British engraver,Q5,Q6581097
16280,Q3107948,Giulio Parigi,"Italian painter, engraver and architect (1571-1635)",Q5,Q6581097
16281,Q21995165,Susan Barron,,Q5,Q6581072
16282,Q6694715,Loÿs Delteil,French artist,Q5,Q6581097
16283,Q95312433,Emanuel Sadeler,,Q5,Q6581097
16284,Q23000537,Theodor van der Beek,German painter,Q5,Q6581097
16285,Q471406,Elias Ashmole,"English antiquarian, politician, officer of arms, astrologer and alchemist (1617-1692)",Q5,Q6581097
